host,port,protocol,type,latency_ms,verified_at,source
iran-iran.muffinnoliershatelcomingsoon.co.uk,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
194.117.64.10,443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
rootssh2.co.uk.,4455,mtproto,mtproto,477.92,,10ium/VpnClashFaCollector
94.184.32.103.aprawood.ir,2020,mtproto,mtproto,783.09,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
full-vasl.peachsoft.co.uk.,443,mtproto,mtproto,733.53,,10ium/VpnClashFaCollector
194.117.64.44.best-domain.ir.best-domain.ir,4443,mtproto,mtproto,,,10ium/VpnClashFaCollector
iran-ir.vingardium.co.uk,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
hetzner.dinocol.co.uk,443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
62ddd1.mmd1.meli-n12.info,8443,mtproto,mtproto,818.07,,10ium/VpnClashFaCollector
bia-ba-ham.peachsoft.co.uk.,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
behtarin.goooalir.co.uk,8443,mtproto,mtproto,471.96,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
melodic-green.server-space52.info,88,mtproto,mtproto,,,10ium/VpnClashFaCollector
marginal-plum.server-space52.info,88,mtproto,mtproto,,,10ium/VpnClashFaCollector
RAGNAR.goooalir.co.uk,8443,mtproto,mtproto,461.73,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
8nvfg1.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,504.95,,10ium/VpnClashFaCollector
nigan.goooalir.co.uk,8443,mtproto,mtproto,1337.27,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
ZAGROS.goooalir.co.uk,8443,mtproto,mtproto,817.76,,10ium/VpnClashFaCollector
baran.goooalir.co.uk,8443,mtproto,mtproto,555.0,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
beer.crona-extra.co.uk,8443,mtproto,mtproto,183.68,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
server3.Server-space52.info,443,mtproto,mtproto,981.25,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
from.goooalir.co.uk,8443,mtproto,mtproto,488.47,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
194.117.64.59.best-domain.ir.best-domain.ir,4443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
26ddd1.mmd1.meli-n12.info,8443,mtproto,mtproto,205.85,,10ium/VpnClashFaCollector
god-mode-on.peachsoft.co.uk.,443,mtproto,mtproto,598.23,,10ium/VpnClashFaCollector
kimi.server-space52.info,88,mtproto,mtproto,,,10ium/VpnClashFaCollector
VIP.goooalir.co.uk,8443,mtproto,mtproto,493.86,,10ium/VpnClashFaCollector
Fast.finecooking.info,443,mtproto,mtproto,511.07,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
ir.antony-gordon.co.uk.,80,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
AVA.goooalir.co.uk,8443,mtproto,mtproto,564.76,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
loud-teal.server-space52.info,88,mtproto,mtproto,,,10ium/VpnClashFaCollector
194.117.64.51.best-domain.ir.best-domain.ir,4443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
vasl-sho.mohearn.co.uk.,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
sosis.telbet.app.,80,mtproto,mtproto,,,10ium/VpnClashFaCollector
ir.speed.finecooking.info,443,mtproto,mtproto,580.69,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
194.117.64.74.best-domain.ir.best-domain.ir,4443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
joje.goooalir.co.uk,8443,mtproto,mtproto,822.36,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
194.117.64.55.best-domain.ir.best-domain.ir,4443,mtproto,mtproto,,,10ium/VpnClashFaCollector
194.117.64.78.best-domain.ir.best-domain.ir,4443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
46.225.248.214,8443,mtproto,mtproto,127.55,,10ium/VpnClashFaCollector
159.69.28.87,8443,mtproto,mtproto,129.66,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
CDN.benzcls.co.uk,80,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
hapoo.nanaz.co.uk,8443,mtproto,mtproto,344.58,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
relay.rknsosi.shop,443,mtproto,mtproto,752.22,,klondike0x/mtp4tg-proxies
freeconnect.lol,443,mtproto,mtproto,,,klondike0x/mtp4tg-proxies
65.21.227.200,443,mtproto,mtproto,135.3,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
65.108.123.76,443,mtproto,mtproto,502.21,,10ium/VpnClashFaCollector
95.217.193.223,443,mtproto,mtproto,144.64,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
nyakawai.shop,443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
beam.whitelist.cyou,443,mtproto,mtproto,721.5,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
ir.closcloud.co.uk,8443,mtproto,mtproto,413.12,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
node.easyproxy.cfd,443,mtproto,mtproto,3890.33,,klondike0x/mtp4tg-proxies
megaconnect.click,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
support.infinityhalo.co.uk.,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
media11.happtg.org,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
cdn14.cdnwave.org,443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
uptime.speed-benz.co.uk,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
proxy.mtcomrade.website,443,mtproto,mtproto,1286.92,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
t.meow-network.com,443,mtproto,mtproto,600.01,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
data.utkanos.life,2443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
195.254.165.249,25565,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
195.254.165.250,25565,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
195.254.165.251,25565,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
195.254.165.253,25565,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
195.254.165.252,25565,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
195.254.165.247,25565,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
194.60.228.228,8880,mtproto,mtproto,106.15,,10ium/VpnClashFaCollector
194.60.228.63,8880,mtproto,mtproto,395.36,,10ium/VpnClashFaCollector
194.60.228.72,8880,mtproto,mtproto,415.76,,10ium/VpnClashFaCollector
207.89.20.5,443,mtproto,mtproto,342.38,,10ium/VpnClashFaCollector
28ddd1.mmd1.meli-n12.info,8443,mtproto,mtproto,660.76,,10ium/VpnClashFaCollector
ihnb.ir.meli-n13.info,8443,mtproto,mtproto,458.37,,10ium/VpnClashFaCollector
New.nchnch.co.uk,4455,mtproto,mtproto,501.08,,10ium/VpnClashFaCollector
new0.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,517.97,,10ium/VpnClashFaCollector
nu1.iiproxy.com,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
por.ir.meli-n13.info,8443,mtproto,mtproto,421.19,,10ium/VpnClashFaCollector
pp1.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,480.5,,10ium/VpnClashFaCollector
rootssh2.co.uk,4455,mtproto,mtproto,497.6,,10ium/VpnClashFaCollector
www.minetor.co.uk,443,mtproto,mtproto,368.24,,10ium/VpnClashFaCollector
yarypple.co.uk.,4455,mtproto,mtproto,494.26,,10ium/VpnClashFaCollector
45.141.119.126,8443,mtproto,mtproto,373.86,,10ium/VpnClashFaCollector
49.13.228.20,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
66.33.22.220,37793,mtproto,mtproto,37.66,,10ium/VpnClashFaCollector
7h6gd7oo689azad.ir.meli-n13.info,8443,mtproto,mtproto,534.02,,10ium/VpnClashFaCollector
91.107.190.68,8443,mtproto,mtproto,436.52,,10ium/VpnClashFaCollector
ecoeko.mulatior.info,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
happy.whiteproxy.baby,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
sakura.proxy.rlwy.net,17248,mtproto,mtproto,2167.03,,10ium/VpnClashFaCollector
sorry.workingproxy.xyz,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
watson.risehand.info,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
tg.dynme.ovh,9443,mtproto,mtproto,,,10ium/VpnClashFaCollector
195.254.165.138,4455,mtproto,mtproto,,,10ium/VpnClashFaCollector
195.254.165.143,4455,mtproto,mtproto,,,10ium/VpnClashFaCollector
195.254.165.151,4455,mtproto,mtproto,,,10ium/VpnClashFaCollector
195.254.165.151,9443,mtproto,mtproto,,,10ium/VpnClashFaCollector
195.254.165.201,4455,mtproto,mtproto,,,10ium/VpnClashFaCollector
195.254.165.208,4455,mtproto,mtproto,,,10ium/VpnClashFaCollector
195.254.165.208,7443,mtproto,mtproto,,,10ium/VpnClashFaCollector
195.254.165.216,9443,mtproto,mtproto,,,10ium/VpnClashFaCollector
51.254.130.47,8443,mtproto,mtproto,485.98,,10ium/VpnClashFaCollector
158.247.234.65,9443,mtproto,mtproto,767.84,,LoneKingCode/free-proxy-db
digitalvpn-proxy.ru,6677,mtproto,mtproto,364.31,,LoneKingCode/free-proxy-db
207.148.71.230,443,mtproto,mtproto,786.36,,LoneKingCode/free-proxy-db
27.124.29.201,33306,mtproto,mtproto,764.12,,LoneKingCode/free-proxy-db
free.tprox.net,443,mtproto,mtproto,442.03,,LoneKingCode/free-proxy-db
ams1.tlgfast.com,443,mtproto,mtproto,470.36,,LoneKingCode/free-proxy-db
193.39.15.115,443,mtproto,mtproto,133.1,,LoneKingCode/free-proxy-db
super.vpnproxy.cc,88,mtproto,mtproto,471.92,,LoneKingCode/free-proxy-db
ir.vpnproxy.cc,9443,mtproto,mtproto,508.23,,LoneKingCode/free-proxy-db
ampullary.interlending.ponton.shore.teleplasm.freeteleserye.com,2800,mtproto,mtproto,461.15,,LoneKingCode/free-proxy-db
foalfoot.granada.sleezy.subdiscipline.thus.thepinoytv.net,4150,mtproto,mtproto,464.57,,LoneKingCode/free-proxy-db
burned.concordantly.onlay.unicolourous.wholesale.superpinoy.net,2500,mtproto,mtproto,395.03,,LoneKingCode/free-proxy-db
catholicity.gravely.pudgy.relaxed.scatterer.superpinoy.net,2400,mtproto,mtproto,405.43,,LoneKingCode/free-proxy-db
caveat.dyslexia.justly.pedlery.talisman.superpinoy.net,2450,mtproto,mtproto,443.61,,LoneKingCode/free-proxy-db
aggrieve.bighead.dividable.fatly.fixings.teleseryerewind.com,6700,mtproto,mtproto,465.92,,LoneKingCode/free-proxy-db
bookbinder.carburetor.limber-up.pedagog.soccer.pinoyfilms.net,8100,mtproto,mtproto,411.69,,LoneKingCode/free-proxy-db
burner.paid.pantshoes.ramiform.tippler.pinoyfilms.net,8400,mtproto,mtproto,418.04,,LoneKingCode/free-proxy-db
188.137.250.103,443,mtproto,mtproto,326.95,,LoneKingCode/free-proxy-db
tg.hellohiro.ru,8443,mtproto,mtproto,495.61,,LoneKingCode/free-proxy-db
93.115.22.75,443,mtproto,mtproto,382.62,,LoneKingCode/free-proxy-db
chaldea.impel.monopathy.pure.wallah.pinoyteleseryerewind.org,5650,mtproto,mtproto,607.86,,LoneKingCode/free-proxy-db
app.free-telegram.link,443,mtproto,mtproto,450.38,,10ium/VpnClashFaCollector
abnormity.caulis.fluvial.goblin.papillary.kapitoshka.info,15653,mtproto,mtproto,464.83,,LoneKingCode/free-proxy-db
haughtily.mucous.obstetrical.overmaster.zoophile.rawisda.com,2290,mtproto,mtproto,465.49,,LoneKingCode/free-proxy-db
befall.demonopolize.edged.parsley.tourniquet.chuka-chuka.com,13626,mtproto,mtproto,413.13,,LoneKingCode/free-proxy-db
defamation.graduate.mitigatory.passway.purposeless.tupko.com,21647,mtproto,mtproto,427.41,,LoneKingCode/free-proxy-db
farrowing.forgiven.guantanamo.homey.wagtail.hapka.info,47019,mtproto,mtproto,473.41,,LoneKingCode/free-proxy-db
aftershave.bug.balanced.complicating.decet.tupko.com,19256,mtproto,mtproto,522.67,,LoneKingCode/free-proxy-db
distant.hellenian.horseplayer.workpiece.xenomania.tupko.com,21698,mtproto,mtproto,456.87,,LoneKingCode/free-proxy-db
awned.expatriation.miniaturization.oolitic.outdazzle.umatno.info,39267,mtproto,mtproto,502.62,,LoneKingCode/free-proxy-db
kneepan.metcast.reducing.supercool.teutonic.freeteleserye.com,2750,mtproto,mtproto,433.96,,LoneKingCode/free-proxy-db
desquamate.durometer.toric.watershed.weirdy.teleseryeonline.com,4550,mtproto,mtproto,558.25,,LoneKingCode/free-proxy-db
amphoral.complain.cureless.gladioli.unhasty.teleseryena.com,4850,mtproto,mtproto,541.45,,LoneKingCode/free-proxy-db
acridity.descend.fruticose.hitched.lachrymator.superpinoy.net,2600,mtproto,mtproto,493.51,,LoneKingCode/free-proxy-db
blanch.erasmus.lacerta.precent.zag.teleseryeepesodes.com,1650,mtproto,mtproto,549.17,,LoneKingCode/free-proxy-db
gemmation.glide.maline.postil.prelude.teleseryefullepisodes.com,7250,mtproto,mtproto,540.16,,LoneKingCode/free-proxy-db
assiduity.bogey.papyrology.thirteen.weird.teleseryeepesodes.com,2100,mtproto,mtproto,486.82,,LoneKingCode/free-proxy-db
bandeau.centenary.dire.illegality.syllabary.teleseryerewind.com,6750,mtproto,mtproto,477.44,,LoneKingCode/free-proxy-db
194.120.230.120,443,mtproto,mtproto,386.6,,kort0881/telegram-proxy-collector
194.120.230.26,443,mtproto,mtproto,115.66,,10ium/VpnClashFaCollector
141.94.170.167,443,mtproto,mtproto,405.45,,LoneKingCode/free-proxy-db
coho.hank.meteorological.ragtime.rousing.freeteleserye.com,2700,mtproto,mtproto,504.91,,LoneKingCode/free-proxy-db
23.128.248.150,3128,mtproto,mtproto,261.63,,LoneKingCode/free-proxy-db
gain.independency.mortise.nightshade.trow.pinoyteleseryehd.net,8700,mtproto,mtproto,624.47,,LoneKingCode/free-proxy-db
anyroad.bifold.brigadier.potto.secondly.teleseryerewind.com,6850,mtproto,mtproto,429.13,,LoneKingCode/free-proxy-db
telegram-proxy-v2.sssrvpn.pro,443,mtproto,mtproto,461.51,,LoneKingCode/free-proxy-db
mtpvideo.my,443,mtproto,mtproto,831.36,,LoneKingCode/free-proxy-db
archaism.kinesis.loan.septuple.tetryl.pinoyteleseryerewind.org,5500,mtproto,mtproto,631.84,,LoneKingCode/free-proxy-db
flour.impedimenta.playoff.possess.slam.pinoyteleseryerewind.org,5750,mtproto,mtproto,589.7,,LoneKingCode/free-proxy-db
decuman.dichotomize.keep-out.oasal.upend.teleseryeheaven.com,5850,mtproto,mtproto,481.97,,LoneKingCode/free-proxy-db
host.white-dns.info,443,mtproto,mtproto,1960.53,,LoneKingCode/free-proxy-db
okey.ir.meli-n13.info,8443,mtproto,mtproto,610.56,,LoneKingCode/free-proxy-db
granger.heraut.number.petit.selfdom.teleseryefullepisodes.com,7000,mtproto,mtproto,469.13,,LoneKingCode/free-proxy-db
tg.mishka.me,2302,mtproto,mtproto,452.39,,LoneKingCode/free-proxy-db
188.40.68.169,8443,mtproto,mtproto,439.91,,10ium/VpnClashFaCollector
cracking.darning.platypus.qua.whisper.freeteleserye.com,2850,mtproto,mtproto,499.74,,LoneKingCode/free-proxy-db
burmese.cyanic.entrepot.orate.prevention.thepinoytv.net,3850,mtproto,mtproto,450.31,,LoneKingCode/free-proxy-db
887881z367752876777.ir.fulldf.info,8443,mtproto,mtproto,433.04,,LoneKingCode/free-proxy-db
116.202.35.160,25565,mtproto,mtproto,,,LoneKingCode/free-proxy-db
mmd.meli-n12.info,8443,mtproto,mtproto,1736.95,,V2RayRoot/V2Root-Marketplace
abnodate.arming.clone.herbose.run-about.pinoyteleseryerewind.org,5300,mtproto,mtproto,406.46,,LoneKingCode/free-proxy-db
7ehfh.ir.meli-n13.info,8443,mtproto,mtproto,486.16,,LoneKingCode/free-proxy-db
737276713370.ir.fulle7.info,8443,mtproto,mtproto,1118.86,,LoneKingCode/free-proxy-db
116.202.246.230,8443,mtproto,mtproto,423.39,,LoneKingCode/free-proxy-db
altered.carry-about.dimly.elijah.taught.watchpinoyteleserye.com,1100,mtproto,mtproto,421.58,,LoneKingCode/free-proxy-db
116.202.246.219,8443,mtproto,mtproto,428.76,,LoneKingCode/free-proxy-db
challengeable.mars.puzzleheaded.shower.vagina.akoypinoytv.net,7650,mtproto,mtproto,426.38,,LoneKingCode/free-proxy-db
kiushu.unsusceptible.uppish.teleseryetvreplay.com,443,mtproto,mtproto,637.79,,LoneKingCode/free-proxy-db
commutativity.shoulder.stammel.gmateleserye.com,443,mtproto,mtproto,603.18,,10ium/VpnClashFaCollector
88.99.30.71,8443,mtproto,mtproto,446.21,,LoneKingCode/free-proxy-db
77.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,430.73,,LoneKingCode/free-proxy-db
7e666hfh.ir.meli-n13.info,8443,mtproto,mtproto,435.5,,LoneKingCode/free-proxy-db
14838.mmd1.meli-n12.info,8443,mtproto,mtproto,1402.68,,LoneKingCode/free-proxy-db
miscegenation.radiosensitive.transpicuous.teleseryepinoytv.com,443,mtproto,mtproto,600.36,,LoneKingCode/free-proxy-db
ovular.quartering.undeservedly.teleseryetvreplay.com,443,mtproto,mtproto,638.73,,LoneKingCode/free-proxy-db
Barcode.kangoro-boll.co.uk.,443,mtproto,mtproto,,,LoneKingCode/free-proxy-db
2.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,434.85,,LoneKingCode/free-proxy-db
acme.cassis.scoriae.transmigrator.ungloved.teleseryeheaven.com,6050,mtproto,mtproto,393.22,,LoneKingCode/free-proxy-db
251.mmd1.meli-n12.info,8443,mtproto,mtproto,1053.11,,10ium/VpnClashFaCollector
1.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,422.33,,LoneKingCode/free-proxy-db
m155m21111.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,504.52,,LoneKingCode/free-proxy-db
195.26.387-44qavi.ir,8443,mtproto,mtproto,1148.38,,LoneKingCode/free-proxy-db
chanceful.cyclops.droll.pilipinoteleserye.com,443,mtproto,mtproto,653.25,,10ium/VpnClashFaCollector
0m55m21111.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,483.93,,LoneKingCode/free-proxy-db
88.99.30.72,8443,mtproto,mtproto,453.1,,LoneKingCode/free-proxy-db
767ehfh.ir.meli-n13.info,8443,mtproto,mtproto,521.33,,LoneKingCode/free-proxy-db
77ehfh.ir.meli-n13.info,8443,mtproto,mtproto,446.87,,LoneKingCode/free-proxy-db
dowd.sportsmanship.steeplechaser.thy.urceolate.kapitoshka.info,15417,mtproto,mtproto,2251.7,,LoneKingCode/free-proxy-db
uum55m21111.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,482.7,,LoneKingCode/free-proxy-db
r77roo88001m1.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,491.05,,LoneKingCode/free-proxy-db
dullaa55332222.ir.meli-n13.info,8443,mtproto,mtproto,453.06,,LoneKingCode/free-proxy-db
34.87.158.150,12432,mtproto,mtproto,1080.38,,NavoMessenger/Navo
34.146.224.20,12345,mtproto,mtproto,896.2,,NavoMessenger/Navo
195.172.139.207,12345,mtproto,mtproto,1076.91,,NavoMessenger/Navo
195.172.139.208,12346,mtproto,mtproto,1004.58,,NavoMessenger/Navo
34.84.170.183,32432,mtproto,mtproto,,,NavoMessenger/Navo
144.225.53.150,12432,mtproto,mtproto,1001.17,,NavoMessenger/Navo
tg.example-node.net,443,mtproto,mtproto,,,Sir-MmD/vpn-ui
t.mtproto.baby,443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
1.pugfhtrdyted.info.,7443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
visial-basic.com.co.uk.mq.tk.pugfhtrdyted.info.,7443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
Strait-of-Hormuz.ir.jursdheks.info,7443,mtproto,mtproto,1533.86,,10ium/VpnClashFaCollector
khazar.sea.ir.pugfhtrdyted.info.,7443,mtproto,mtproto,,,10ium/VpnClashFaCollector
2.pugfhtrdyted.info.,7443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
471.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,427.23,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
FLOKI.goooalir.co.uk,8443,mtproto,mtproto,850.55,,10ium/VpnClashFaCollector
7kl91.ir.meli-n13.info,8443,mtproto,mtproto,532.03,,10ium/VpnClashFaCollector
fast.barhousefarm.co.uk.,443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
135.181.74.147,443,mtproto,mtproto,133.67,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
7nbm.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,431.3,,10ium/VpnClashFaCollector
moon.my-moon.co.uk.,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
l0vie.delroba.co.uk.,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
lux.fesgheli.co.uk.,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
max.kimt.click,443,mtproto,mtproto,1087.52,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
mtp.webvirt.cloud,443,mtproto,mtproto,656.88,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
sahel.saheledarya.co.uk.,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
116.203.12.4,8443,mtproto,mtproto,443.56,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
khaterate.2nafare.info.,7799,mtproto,mtproto,492.12,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
ir.genesbyjohn.info,8443,mtproto,mtproto,758.26,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
135.181.129.162,443,mtproto,mtproto,143.64,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
91.107.140.144,443,mtproto,mtproto,127.34,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
kostyanchekloh.lol,443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
Strait-of-Hormuz.ir.jursdheks.info,88,mtproto,mtproto,630.07,,10ium/VpnClashFaCollector
media6.happtg.org,443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/SoliSpirit/mtproto/master/all_proxies.txt
ir.rebol.info,8443,mtproto,mtproto,674.38,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
Hamrah.mci.ir.pugfhtrdyted.info.,88,mtproto,mtproto,620.21,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
65.21.227.198,443,mtproto,mtproto,140.51,,10ium/VpnClashFaCollector
91.234.147.8.aprawood.ir,2020,mtproto,mtproto,724.26,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
cdn7.cdnwave.org,443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/SoliSpirit/mtproto/master/all_proxies.txt
persian.gulf.ir.olsjddhf.info.,88,mtproto,mtproto,527.29,,10ium/VpnClashFaCollector
welcome.kisex.top,443,mtproto,mtproto,897.28,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
proxy.growthtrade.eu,443,mtproto,mtproto,889.39,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
s5.assetflux.org,443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/SoliSpirit/mtproto/master/all_proxies.txt
fasle-zivaye.ir.paeez-amad.info.,88,mtproto,mtproto,578.58,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
silver-winst.royaclinic.co.uk.,4455,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
ir.u-lock-it.info,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
91.107.160.196,443,mtproto,mtproto,121.1,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
proxtstar.live,443,mtproto,mtproto,658.36,,10ium/VpnClashFaCollector
gate.24starsmarket.ru,443,mtproto,mtproto,3748.85,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
kima.rabotaet.online,443,mtproto,mtproto,513.93,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
as.mkim.click,443,mtproto,mtproto,396.24,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
topproxt.asia,443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
192.168.1.10,1443,mtproto,mtproto,,,by-sonic/tglock
okokjj.ir.meli-n13.info,8443,mtproto,mtproto,438.53,,V2RayRoot/V2Root-Marketplace
pb.ir.meli-n13.info,8443,mtproto,mtproto,513.76,,V2RayRoot/V2Root-Marketplace
