host,port,protocol,type,latency_ms,verified_at,source
meshki.goooalir.co.uk,8443,mtproto,mtproto,575.04,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
iran-iran.muffinnoliershatelcomingsoon.co.uk,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
194.117.64.10,443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
rootssh2.co.uk.,4455,mtproto,mtproto,502.14,,10ium/VpnClashFaCollector
94.184.32.103.aprawood.ir,2020,mtproto,mtproto,795.78,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
full-vasl.peachsoft.co.uk.,443,mtproto,mtproto,611.2,,10ium/VpnClashFaCollector
194.117.64.44.best-domain.ir.best-domain.ir,4443,mtproto,mtproto,,,10ium/VpnClashFaCollector
iran-ir.vingardium.co.uk,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
hetzner.dinocol.co.uk,443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
62ddd1.mmd1.meli-n12.info,8443,mtproto,mtproto,444.65,,10ium/VpnClashFaCollector
bia-ba-ham.peachsoft.co.uk.,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
behtarin.goooalir.co.uk,8443,mtproto,mtproto,1886.12,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
melodic-green.server-space52.info,88,mtproto,mtproto,,,10ium/VpnClashFaCollector
marginal-plum.server-space52.info,88,mtproto,mtproto,,,10ium/VpnClashFaCollector
RAGNAR.goooalir.co.uk,8443,mtproto,mtproto,659.99,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
8nvfg1.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,416.2,,10ium/VpnClashFaCollector
nigan.goooalir.co.uk,8443,mtproto,mtproto,460.83,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
ZAGROS.goooalir.co.uk,8443,mtproto,mtproto,2148.17,,10ium/VpnClashFaCollector
baran.goooalir.co.uk,8443,mtproto,mtproto,536.05,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
beer.crona-extra.co.uk,8443,mtproto,mtproto,285.63,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
server3.Server-space52.info,443,mtproto,mtproto,1893.84,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
from.goooalir.co.uk,8443,mtproto,mtproto,1230.33,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
194.117.64.59.best-domain.ir.best-domain.ir,4443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
26ddd1.mmd1.meli-n12.info,8443,mtproto,mtproto,502.65,,10ium/VpnClashFaCollector
god-mode-on.peachsoft.co.uk.,443,mtproto,mtproto,613.6,,10ium/VpnClashFaCollector
kimi.server-space52.info,88,mtproto,mtproto,,,10ium/VpnClashFaCollector
VIP.goooalir.co.uk,8443,mtproto,mtproto,560.09,,10ium/VpnClashFaCollector
Fast.finecooking.info,443,mtproto,mtproto,572.51,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
ir.antony-gordon.co.uk.,80,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
AVA.goooalir.co.uk,8443,mtproto,mtproto,478.79,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
loud-teal.server-space52.info,88,mtproto,mtproto,,,10ium/VpnClashFaCollector
194.117.64.51.best-domain.ir.best-domain.ir,4443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
vasl-sho.mohearn.co.uk.,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
sosis.telbet.app.,80,mtproto,mtproto,,,10ium/VpnClashFaCollector
ir.speed.finecooking.info,443,mtproto,mtproto,632.48,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
194.117.64.74.best-domain.ir.best-domain.ir,4443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
joje.goooalir.co.uk,8443,mtproto,mtproto,562.48,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
194.117.64.55.best-domain.ir.best-domain.ir,4443,mtproto,mtproto,,,10ium/VpnClashFaCollector
194.117.64.78.best-domain.ir.best-domain.ir,4443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
46.225.248.214,8443,mtproto,mtproto,421.41,,10ium/VpnClashFaCollector
159.69.28.87,8443,mtproto,mtproto,426.94,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
CDN.benzcls.co.uk,80,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
hapoo.nanaz.co.uk,8443,mtproto,mtproto,484.45,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
relay.rknsosi.shop,443,mtproto,mtproto,3760.34,,klondike0x/mtp4tg-proxies
freeconnect.lol,443,mtproto,mtproto,,,klondike0x/mtp4tg-proxies
65.21.227.200,443,mtproto,mtproto,144.87,,10ium/VpnClashFaCollector
65.108.123.76,443,mtproto,mtproto,491.08,,10ium/VpnClashFaCollector
95.217.193.223,443,mtproto,mtproto,142.99,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
nyakawai.shop,443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
beam.whitelist.cyou,443,mtproto,mtproto,338.52,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
ir.closcloud.co.uk,8443,mtproto,mtproto,241.4,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
node.easyproxy.cfd,443,mtproto,mtproto,4075.02,,klondike0x/mtp4tg-proxies
megaconnect.click,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
support.infinityhalo.co.uk.,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
media11.happtg.org,443,mtproto,mtproto,824.14,,10ium/VpnClashFaCollector
cdn14.cdnwave.org,443,mtproto,mtproto,1283.86,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
uptime.speed-benz.co.uk,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
proxy.mtcomrade.website,443,mtproto,mtproto,1258.45,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
t.meow-network.com,443,mtproto,mtproto,579.39,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
data.utkanos.life,2443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
195.254.165.249,25565,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
195.254.165.250,25565,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
195.254.165.251,25565,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
195.254.165.253,25565,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
195.254.165.252,25565,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
195.254.165.247,25565,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
194.60.228.228,8880,mtproto,mtproto,107.38,,10ium/VpnClashFaCollector
194.60.228.63,8880,mtproto,mtproto,378.88,,10ium/VpnClashFaCollector
194.60.228.72,8880,mtproto,mtproto,397.14,,10ium/VpnClashFaCollector
207.89.20.5,443,mtproto,mtproto,342.85,,10ium/VpnClashFaCollector
28ddd1.mmd1.meli-n12.info,8443,mtproto,mtproto,458.94,,10ium/VpnClashFaCollector
ihnb.ir.meli-n13.info,8443,mtproto,mtproto,462.04,,10ium/VpnClashFaCollector
New.nchnch.co.uk,4455,mtproto,mtproto,521.41,,10ium/VpnClashFaCollector
new0.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,479.7,,10ium/VpnClashFaCollector
nu1.iiproxy.com,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
por.ir.meli-n13.info,8443,mtproto,mtproto,448.93,,10ium/VpnClashFaCollector
pp1.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,514.13,,10ium/VpnClashFaCollector
rootssh2.co.uk,4455,mtproto,mtproto,522.87,,10ium/VpnClashFaCollector
www.minetor.co.uk,443,mtproto,mtproto,2556.16,,10ium/VpnClashFaCollector
yarypple.co.uk.,4455,mtproto,mtproto,523.05,,10ium/VpnClashFaCollector
45.141.119.126,8443,mtproto,mtproto,402.41,,10ium/VpnClashFaCollector
49.13.228.20,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
66.33.22.220,37793,mtproto,mtproto,30.45,,10ium/VpnClashFaCollector
7h6gd7oo689azad.ir.meli-n13.info,8443,mtproto,mtproto,543.73,,10ium/VpnClashFaCollector
91.107.190.68,8443,mtproto,mtproto,419.86,,10ium/VpnClashFaCollector
ecoeko.mulatior.info,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
happy.whiteproxy.baby,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
sakura.proxy.rlwy.net,17248,mtproto,mtproto,2718.13,,10ium/VpnClashFaCollector
sorry.workingproxy.xyz,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
watson.risehand.info,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
tg.dynme.ovh,9443,mtproto,mtproto,,,10ium/VpnClashFaCollector
195.254.165.138,4455,mtproto,mtproto,,,10ium/VpnClashFaCollector
195.254.165.143,4455,mtproto,mtproto,,,10ium/VpnClashFaCollector
195.254.165.151,4455,mtproto,mtproto,,,10ium/VpnClashFaCollector
195.254.165.151,9443,mtproto,mtproto,,,10ium/VpnClashFaCollector
195.254.165.201,4455,mtproto,mtproto,,,10ium/VpnClashFaCollector
195.254.165.208,4455,mtproto,mtproto,,,10ium/VpnClashFaCollector
195.254.165.208,7443,mtproto,mtproto,,,10ium/VpnClashFaCollector
195.254.165.216,9443,mtproto,mtproto,,,10ium/VpnClashFaCollector
51.254.130.47,8443,mtproto,mtproto,740.81,,10ium/VpnClashFaCollector
158.247.234.65,9443,mtproto,mtproto,747.66,,LoneKingCode/free-proxy-db
digitalvpn-proxy.ru,6677,mtproto,mtproto,559.28,,LoneKingCode/free-proxy-db
207.148.71.230,443,mtproto,mtproto,799.63,,LoneKingCode/free-proxy-db
27.124.29.201,33306,mtproto,mtproto,864.09,,LoneKingCode/free-proxy-db
free.tprox.net,443,mtproto,mtproto,452.87,,LoneKingCode/free-proxy-db
ams1.tlgfast.com,443,mtproto,mtproto,513.1,,LoneKingCode/free-proxy-db
193.39.15.115,443,mtproto,mtproto,,,LoneKingCode/free-proxy-db
super.vpnproxy.cc,88,mtproto,mtproto,2373.56,,LoneKingCode/free-proxy-db
ir.vpnproxy.cc,9443,mtproto,mtproto,2363.84,,LoneKingCode/free-proxy-db
ampullary.interlending.ponton.shore.teleplasm.freeteleserye.com,2800,mtproto,mtproto,644.73,,LoneKingCode/free-proxy-db
foalfoot.granada.sleezy.subdiscipline.thus.thepinoytv.net,4150,mtproto,mtproto,516.14,,LoneKingCode/free-proxy-db
burned.concordantly.onlay.unicolourous.wholesale.superpinoy.net,2500,mtproto,mtproto,483.22,,LoneKingCode/free-proxy-db
catholicity.gravely.pudgy.relaxed.scatterer.superpinoy.net,2400,mtproto,mtproto,476.24,,LoneKingCode/free-proxy-db
caveat.dyslexia.justly.pedlery.talisman.superpinoy.net,2450,mtproto,mtproto,490.73,,LoneKingCode/free-proxy-db
aggrieve.bighead.dividable.fatly.fixings.teleseryerewind.com,6700,mtproto,mtproto,638.2,,LoneKingCode/free-proxy-db
bookbinder.carburetor.limber-up.pedagog.soccer.pinoyfilms.net,8100,mtproto,mtproto,544.66,,LoneKingCode/free-proxy-db
burner.paid.pantshoes.ramiform.tippler.pinoyfilms.net,8400,mtproto,mtproto,538.43,,LoneKingCode/free-proxy-db
188.137.250.103,443,mtproto,mtproto,324.89,,LoneKingCode/free-proxy-db
tg.hellohiro.ru,8443,mtproto,mtproto,472.89,,LoneKingCode/free-proxy-db
93.115.22.75,443,mtproto,mtproto,382.27,,LoneKingCode/free-proxy-db
chaldea.impel.monopathy.pure.wallah.pinoyteleseryerewind.org,5650,mtproto,mtproto,966.6,,LoneKingCode/free-proxy-db
app.free-telegram.link,443,mtproto,mtproto,440.04,,10ium/VpnClashFaCollector
abnormity.caulis.fluvial.goblin.papillary.kapitoshka.info,15653,mtproto,mtproto,541.08,,LoneKingCode/free-proxy-db
haughtily.mucous.obstetrical.overmaster.zoophile.rawisda.com,2290,mtproto,mtproto,483.65,,LoneKingCode/free-proxy-db
befall.demonopolize.edged.parsley.tourniquet.chuka-chuka.com,13626,mtproto,mtproto,543.63,,LoneKingCode/free-proxy-db
defamation.graduate.mitigatory.passway.purposeless.tupko.com,21647,mtproto,mtproto,609.87,,LoneKingCode/free-proxy-db
farrowing.forgiven.guantanamo.homey.wagtail.hapka.info,47019,mtproto,mtproto,522.87,,LoneKingCode/free-proxy-db
aftershave.bug.balanced.complicating.decet.tupko.com,19256,mtproto,mtproto,526.87,,LoneKingCode/free-proxy-db
distant.hellenian.horseplayer.workpiece.xenomania.tupko.com,21698,mtproto,mtproto,563.6,,LoneKingCode/free-proxy-db
awned.expatriation.miniaturization.oolitic.outdazzle.umatno.info,39267,mtproto,mtproto,506.24,,LoneKingCode/free-proxy-db
kneepan.metcast.reducing.supercool.teutonic.freeteleserye.com,2750,mtproto,mtproto,484.28,,LoneKingCode/free-proxy-db
desquamate.durometer.toric.watershed.weirdy.teleseryeonline.com,4550,mtproto,mtproto,487.1,,LoneKingCode/free-proxy-db
amphoral.complain.cureless.gladioli.unhasty.teleseryena.com,4850,mtproto,mtproto,483.65,,LoneKingCode/free-proxy-db
acridity.descend.fruticose.hitched.lachrymator.superpinoy.net,2600,mtproto,mtproto,477.66,,LoneKingCode/free-proxy-db
blanch.erasmus.lacerta.precent.zag.teleseryeepesodes.com,1650,mtproto,mtproto,575.16,,LoneKingCode/free-proxy-db
gemmation.glide.maline.postil.prelude.teleseryefullepisodes.com,7250,mtproto,mtproto,501.48,,LoneKingCode/free-proxy-db
assiduity.bogey.papyrology.thirteen.weird.teleseryeepesodes.com,2100,mtproto,mtproto,535.64,,LoneKingCode/free-proxy-db
bandeau.centenary.dire.illegality.syllabary.teleseryerewind.com,6750,mtproto,mtproto,526.14,,LoneKingCode/free-proxy-db
194.120.230.120,443,mtproto,mtproto,382.86,,LoneKingCode/free-proxy-db
194.120.230.26,443,mtproto,mtproto,110.93,,10ium/VpnClashFaCollector
141.94.170.167,443,mtproto,mtproto,397.31,,LoneKingCode/free-proxy-db
coho.hank.meteorological.ragtime.rousing.freeteleserye.com,2700,mtproto,mtproto,474.14,,LoneKingCode/free-proxy-db
23.128.248.150,3128,mtproto,mtproto,246.17,,LoneKingCode/free-proxy-db
gain.independency.mortise.nightshade.trow.pinoyteleseryehd.net,8700,mtproto,mtproto,739.52,,LoneKingCode/free-proxy-db
anyroad.bifold.brigadier.potto.secondly.teleseryerewind.com,6850,mtproto,mtproto,530.51,,LoneKingCode/free-proxy-db
telegram-proxy-v2.sssrvpn.pro,443,mtproto,mtproto,464.39,,LoneKingCode/free-proxy-db
mtpvideo.my,443,mtproto,mtproto,771.82,,LoneKingCode/free-proxy-db
archaism.kinesis.loan.septuple.tetryl.pinoyteleseryerewind.org,5500,mtproto,mtproto,461.38,,LoneKingCode/free-proxy-db
flour.impedimenta.playoff.possess.slam.pinoyteleseryerewind.org,5750,mtproto,mtproto,676.96,,LoneKingCode/free-proxy-db
decuman.dichotomize.keep-out.oasal.upend.teleseryeheaven.com,5850,mtproto,mtproto,491.48,,LoneKingCode/free-proxy-db
host.white-dns.info,443,mtproto,mtproto,700.07,,LoneKingCode/free-proxy-db
okey.ir.meli-n13.info,8443,mtproto,mtproto,677.75,,LoneKingCode/free-proxy-db
granger.heraut.number.petit.selfdom.teleseryefullepisodes.com,7000,mtproto,mtproto,523.82,,LoneKingCode/free-proxy-db
tg.mishka.me,2302,mtproto,mtproto,466.26,,LoneKingCode/free-proxy-db
188.40.68.169,8443,mtproto,mtproto,464.25,,10ium/VpnClashFaCollector
cracking.darning.platypus.qua.whisper.freeteleserye.com,2850,mtproto,mtproto,503.44,,LoneKingCode/free-proxy-db
burmese.cyanic.entrepot.orate.prevention.thepinoytv.net,3850,mtproto,mtproto,565.39,,LoneKingCode/free-proxy-db
887881z367752876777.ir.fulldf.info,8443,mtproto,mtproto,464.21,,LoneKingCode/free-proxy-db
116.202.35.160,25565,mtproto,mtproto,,,LoneKingCode/free-proxy-db
mmd.meli-n12.info,8443,mtproto,mtproto,635.88,,V2RayRoot/V2Root-Marketplace
abnodate.arming.clone.herbose.run-about.pinoyteleseryerewind.org,5300,mtproto,mtproto,484.54,,LoneKingCode/free-proxy-db
7ehfh.ir.meli-n13.info,8443,mtproto,mtproto,536.94,,LoneKingCode/free-proxy-db
737276713370.ir.fulle7.info,8443,mtproto,mtproto,693.71,,LoneKingCode/free-proxy-db
116.202.246.230,8443,mtproto,mtproto,418.6,,LoneKingCode/free-proxy-db
altered.carry-about.dimly.elijah.taught.watchpinoyteleserye.com,1100,mtproto,mtproto,593.74,,LoneKingCode/free-proxy-db
116.202.246.219,8443,mtproto,mtproto,436.09,,LoneKingCode/free-proxy-db
challengeable.mars.puzzleheaded.shower.vagina.akoypinoytv.net,7650,mtproto,mtproto,493.15,,LoneKingCode/free-proxy-db
kiushu.unsusceptible.uppish.teleseryetvreplay.com,443,mtproto,mtproto,706.84,,LoneKingCode/free-proxy-db
commutativity.shoulder.stammel.gmateleserye.com,443,mtproto,mtproto,690.21,,10ium/VpnClashFaCollector
88.99.30.71,8443,mtproto,mtproto,1518.91,,LoneKingCode/free-proxy-db
77.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,439.54,,LoneKingCode/free-proxy-db
7e666hfh.ir.meli-n13.info,8443,mtproto,mtproto,526.24,,LoneKingCode/free-proxy-db
14838.mmd1.meli-n12.info,8443,mtproto,mtproto,444.08,,LoneKingCode/free-proxy-db
miscegenation.radiosensitive.transpicuous.teleseryepinoytv.com,443,mtproto,mtproto,757.54,,LoneKingCode/free-proxy-db
ovular.quartering.undeservedly.teleseryetvreplay.com,443,mtproto,mtproto,749.41,,LoneKingCode/free-proxy-db
Barcode.kangoro-boll.co.uk.,443,mtproto,mtproto,,,LoneKingCode/free-proxy-db
2.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,518.97,,LoneKingCode/free-proxy-db
acme.cassis.scoriae.transmigrator.ungloved.teleseryeheaven.com,6050,mtproto,mtproto,441.17,,LoneKingCode/free-proxy-db
251.mmd1.meli-n12.info,8443,mtproto,mtproto,496.62,,10ium/VpnClashFaCollector
1.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,440.61,,LoneKingCode/free-proxy-db
m155m21111.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,445.17,,LoneKingCode/free-proxy-db
195.26.387-44qavi.ir,8443,mtproto,mtproto,1098.04,,LoneKingCode/free-proxy-db
chanceful.cyclops.droll.pilipinoteleserye.com,443,mtproto,mtproto,703.21,,10ium/VpnClashFaCollector
0m55m21111.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,421.52,,LoneKingCode/free-proxy-db
88.99.30.72,8443,mtproto,mtproto,462.82,,LoneKingCode/free-proxy-db
767ehfh.ir.meli-n13.info,8443,mtproto,mtproto,505.31,,LoneKingCode/free-proxy-db
77ehfh.ir.meli-n13.info,8443,mtproto,mtproto,723.42,,LoneKingCode/free-proxy-db
dowd.sportsmanship.steeplechaser.thy.urceolate.kapitoshka.info,15417,mtproto,mtproto,429.97,,LoneKingCode/free-proxy-db
uum55m21111.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,434.42,,LoneKingCode/free-proxy-db
r77roo88001m1.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,433.67,,LoneKingCode/free-proxy-db
dullaa55332222.ir.meli-n13.info,8443,mtproto,mtproto,546.15,,LoneKingCode/free-proxy-db
34.87.158.150,12432,mtproto,mtproto,1029.55,,NavoMessenger/Navo
34.146.224.20,12345,mtproto,mtproto,879.24,,NavoMessenger/Navo
195.172.139.207,12345,mtproto,mtproto,998.18,,NavoMessenger/Navo
195.172.139.208,12346,mtproto,mtproto,1031.92,,NavoMessenger/Navo
34.84.170.183,32432,mtproto,mtproto,,,NavoMessenger/Navo
144.225.53.150,12432,mtproto,mtproto,1496.3,,NavoMessenger/Navo
tg.example-node.net,443,mtproto,mtproto,,,Sir-MmD/vpn-ui
t.mtproto.baby,443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
1.pugfhtrdyted.info.,7443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
visial-basic.com.co.uk.mq.tk.pugfhtrdyted.info.,7443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
Strait-of-Hormuz.ir.jursdheks.info,7443,mtproto,mtproto,399.86,,10ium/VpnClashFaCollector
khazar.sea.ir.pugfhtrdyted.info.,7443,mtproto,mtproto,,,10ium/VpnClashFaCollector
2.pugfhtrdyted.info.,7443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
471.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,427.13,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
FLOKI.goooalir.co.uk,8443,mtproto,mtproto,487.75,,10ium/VpnClashFaCollector
7kl91.ir.meli-n13.info,8443,mtproto,mtproto,503.2,,10ium/VpnClashFaCollector
fast.barhousefarm.co.uk.,443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
135.181.74.147,443,mtproto,mtproto,139.97,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
7nbm.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,416.74,,10ium/VpnClashFaCollector
moon.my-moon.co.uk.,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
l0vie.delroba.co.uk.,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
lux.fesgheli.co.uk.,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
max.kimt.click,443,mtproto,mtproto,1657.24,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
mtp.webvirt.cloud,443,mtproto,mtproto,691.9,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
sahel.saheledarya.co.uk.,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
116.203.12.4,8443,mtproto,mtproto,423.89,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
khaterate.2nafare.info.,7799,mtproto,mtproto,493.5,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
ir.genesbyjohn.info,8443,mtproto,mtproto,834.73,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
135.181.129.162,443,mtproto,mtproto,141.33,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
91.107.140.144,443,mtproto,mtproto,141.49,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
kostyanchekloh.lol,443,mtproto,mtproto,769.26,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
Strait-of-Hormuz.ir.jursdheks.info,88,mtproto,mtproto,515.73,,10ium/VpnClashFaCollector
media6.happtg.org,443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
ir.rebol.info,8443,mtproto,mtproto,840.21,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
Hamrah.mci.ir.pugfhtrdyted.info.,88,mtproto,mtproto,629.18,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
65.21.227.198,443,mtproto,mtproto,140.21,,10ium/VpnClashFaCollector
91.234.147.8.aprawood.ir,2020,mtproto,mtproto,742.31,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
cdn7.cdnwave.org,443,mtproto,mtproto,2406.67,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
persian.gulf.ir.olsjddhf.info.,88,mtproto,mtproto,702.48,,10ium/VpnClashFaCollector
welcome.kisex.top,443,mtproto,mtproto,1200.55,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
proxy.growthtrade.eu,443,mtproto,mtproto,919.79,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
s5.assetflux.org,443,mtproto,mtproto,1186.59,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
fasle-zivaye.ir.paeez-amad.info.,88,mtproto,mtproto,674.61,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
silver-winst.royaclinic.co.uk.,4455,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
ir.u-lock-it.info,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
91.107.160.196,443,mtproto,mtproto,125.52,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
proxtstar.live,443,mtproto,mtproto,463.05,,10ium/VpnClashFaCollector
gate.24starsmarket.ru,443,mtproto,mtproto,372.69,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
kima.rabotaet.online,443,mtproto,mtproto,518.08,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
as.mkim.click,443,mtproto,mtproto,493.0,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
topproxt.asia,443,mtproto,mtproto,1035.85,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
192.168.1.10,1443,mtproto,mtproto,,,by-sonic/tglock
okokjj.ir.meli-n13.info,8443,mtproto,mtproto,516.02,,V2RayRoot/V2Root-Marketplace
